DISPLAY_NA,WARD_NAME,WARD_NO,date,EVI_mean,NDVI_mean
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,4/1/2002,2219.774091,3282.262671
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,4/1/2002,2150.804157,3438.676166
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,4/1/2002,2461.603645,3816.936961
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,4/1/2002,2055.934672,3052.734415
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,4/1/2002,2063.303641,3003.674973
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,4/1/2002,2126.276546,3174.526198
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,4/1/2002,2009.416118,2989.260617
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,4/1/2002,1857.183566,2674.959552
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,4/1/2002,1714.63492,2649.334817
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,4/1/2002,1744.530173,2716.722894
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,4/1/2002,1776.127347,2574.482546
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,4/1/2002,1906.733738,2665.858135
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,4/1/2002,1832.900376,2565.585618
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,4/1/2002,2456.980889,3674.249143
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,4/1/2002,1801.329023,2739.917476
"18, Malleshwaram West, Bengaluru",Malleswaram,45,4/1/2002,2053.995933,3236.838981
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,4/1/2002,2062.329944,3071.452372
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,4/1/2002,1909.818506,2957.936228
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,4/1/2002,1812.627769,2880.908051
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,4/1/2002,1720.136842,2642.79531
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,4/1/2002,2172.294509,3197.225822
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,4/1/2002,2152.631484,3105.237749
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,4/1/2002,2284.280868,3274.064802
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,4/1/2002,2042.468768,2916.197615
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,4/1/2002,1833.719406,2514.236494
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,4/1/2002,1926.468956,2713.679187
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,4/1/2002,2134.859177,3092.210833
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,4/1/2002,2305.344783,3308.463599
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,4/1/2002,1606.090011,2159.89611
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,4/1/2002,1878.091128,2551.723598
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,4/1/2002,2066.731156,2879.647896
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,4/1/2002,1599.259639,2163.612989
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,4/1/2002,1954.460037,2792.054037
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,4/1/2002,2060.292555,2803.999581
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,4/1/2002,2020.810527,2991.293525
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,4/1/2002,1822.775527,2432.907606
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,4/1/2002,2408.492028,3302.088686
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,4/1/2002,1929.000917,2727.769803
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,4/1/2002,1787.020253,2546.568115
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,4/1/2002,1781.149991,2531.149539
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,4/1/2002,1793.802206,2493.633339
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,4/1/2002,1769.05509,2517.00812
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,4/1/2002,2071.219881,3026.155449
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,4/1/2002,2440.942232,3447.251264
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,4/1/2002,2273.756794,3282.146761
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,4/1/2002,2459.188763,3501.905383
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,4/1/2002,2435.294912,3452.7615
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,4/1/2002,2423.032159,3579.599834
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,4/1/2002,2291.305068,3338.394251
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,4/1/2002,2167.708464,3139.403396
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,4/1/2002,2400.908529,3693.67044
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,4/1/2002,2418.168033,3298.817562
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,4/1/2002,2280.712206,3276.171876
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,4/1/2002,1962.236776,3154.410187
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,4/1/2002,1763.140322,2709.342924
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,4/1/2002,1542.559723,2348.063121
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,4/1/2002,2565.427506,3736.493544
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,4/1/2002,2178.032887,3351.251298
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,4/1/2002,2236.127702,3239.076777
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,4/1/2002,2983.57453,4197.343703
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,4/1/2002,1907.631907,2740.455068
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,4/1/2002,1963.516039,2842.068651
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,4/1/2002,2041.340012,3000.20514
"0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru",Jogupalya,89,4/1/2002,2119.119914,3053.516766
"0 DK Lane, Anchepet, Chickpet, Bengaluru",Chickpete,109,4/1/2002,1434.157622,2321.552145
"200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru",Cottonpete,120,4/1/2002,1581.224722,2506.16906
"0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru",Binnipete,121,4/1/2002,1605.056369,2464.397273
"U/65/1, Malleshwaram West, Bengaluru",Dattatreya Temple,77,4/1/2002,1684.718587,2560.836225
"24, RK Puram, Gandhi Nagar, Bengaluru",Gandhinagar,94,4/1/2002,1843.267738,2865.186638
"Bangalore City Junction Railway, M.G. Railway Colony, Sevashrama, Bengaluru",Subhash Nagar,95,4/1/2002,1772.099408,2773.59724
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,4/1/2002,1690.093483,2627.104318
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,4/1/2002,1824.497653,2710.021447
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,4/1/2002,1889.813148,2750.231924
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,4/1/2002,1722.025486,2658.138417
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,4/1/2002,1670.41443,2616.058775
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,4/1/2002,1577.860649,2460.044732
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,4/1/2002,1747.022206,2659.345081
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,4/1/2002,1731.329704,2727.368711
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,4/1/2002,2172.120668,3222.616316
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,4/1/2002,1835.367495,2675.40406
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,4/1/2002,1762.079671,2615.366713
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,4/1/2002,1686.524854,2560.398805
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,4/1/2002,1787.786305,2608.436927
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,4/1/2002,1919.917751,2782.471387
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,4/1/2002,2048.767718,3127.389185
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,4/1/2002,2177.887414,3086.826216
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,4/1/2002,2427.677333,3467.793154
"0 5th Main Road, Kempapura Agrahara, Bengaluru",Kempapura Agrahara,122,4/1/2002,1520.021957,2316.282576
"1100 2nd Main Road, Hoshalli Extension, Stage 1, Vijaya Nagar, Bengaluru",Vijayanagar,123,4/1/2002,1586.097927,2394.928247
"2300 9th Cross Road, Hampi Nagar, Stage 1, Vijaya Nagar, Bengaluru",Hosahalli,124,4/1/2002,1647.925644,2490.807547
"0 2nd Cross Road, Basaveshawara HBCS Layout 2nd Stage, Chandra Layout, Attiguppe, Bengaluru",Attiguppe,132,4/1/2002,1863.236267,2654.506308
"400 4th Cross Road, Vijaya Nagar II Stage, Vijaya Nagar, Bengaluru",Hampi Nagar,133,4/1/2002,1818.093777,2694.375673
"0 F Street, New Guddadahalli, Bapuji Nagar, Bengaluru",Bapuji Nagar,134,4/1/2002,1576.508241,2400.992942
"0 4th Cross Road, Telecom Colony, Srinagar, Banashankari, Bengaluru",Gali Anjenaya Temple ward,157,4/1/2002,1747.612933,2596.667556
"300 Mysore Road, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",Deepanjali Nagar,158,4/1/2002,2134.289023,3054.917678
"0 11th C Cross Road, Vinayaka Nagar, Padarayana Pura, Bengaluru",Padarayanapura,135,4/1/2002,1471.015094,2264.482895
"0 1st Main Road, Devaraj URS Nagar, Padarayana Pura, Bengaluru",Jagajivanaramnagar,136,4/1/2002,1683.998945,2563.427992
"0 Chowdappa Road, Cobaley Colony, Azad Nagar, Bengaluru",Rayapuram,137,4/1/2002,1709.577844,2600.752259
"100 5th Cross Road, Anjanappa Gardens, Cottonpete, Bengaluru",Chalavadipalya,138,4/1/2002,1683.365122,2609.014317
"0 2nd Main Road, New Tharagupet, Bengaluru",K R Market,139,4/1/2002,1358.796038,2096.463929
"100 7th Cross Road, Chamrajpet, Bengaluru",Chamrajapet,140,4/1/2002,1737.189193,2617.503129
"165, Vittal Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru",Azad Nagar,141,4/1/2002,1702.683767,2545.52527
"3rd Cross Road, Sampangi Rama Nagar, Bengaluru",Sudham Nagara,118,4/1/2002,1568.089066,2475.858208
"59, Kalasipalyam New Extension, Kalasipalya, Bengaluru",Dharmaraya Swamy Temple,119,4/1/2002,1480.609178,2363.439381
"Vaibhav Apartments, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bengaluru",Sunkenahalli,142,4/1/2002,2138.076563,3090.323642
"0 KP Ramaiya Road, Upparahalli, Mavalli, Bengaluru",Vishveshwara Puram,143,4/1/2002,2145.267843,3230.990185
"Raja Niwas, 7th Cross Road, Arekempanahalli, Mavalli, Bengaluru",Siddapura,144,4/1/2002,2231.125975,3246.816487
"0 16th Cross Road, Lakkasandra Extension, Wilson Garden, Bengaluru",Hombegowda Nagara,145,4/1/2002,1789.499525,2698.810069
"Nimhans Campus Road, RBI Extension, Hombegowda Nagar, Bengaluru",Jayanagar,153,4/1/2002,2411.658845,3525.308858
"Ueda Priya House, Tara Subba Rao Road, Gavipura, Kempegowda Nagar, Bengaluru",Hanumanth Nagar,155,4/1/2002,1828.29022,2706.083609
"12, Srinagar, Banashankari, Bengaluru",Srinagar,156,4/1/2002,1755.930505,2569.941885
"0 Subbarama Chetty Road, NR Colony, Basavanagudi, Bengaluru",Basavanagudi,154,4/1/2002,2062.152919,2907.431977
"Mandhara Niwas, 1st phase Girinagar, Banashankari Stage I, Banashankari, Bengaluru",Girinagar,162,4/1/2002,2036.73398,2896.71351
"0 1st Cross Road, 4th Block, Banashankari 3rd Stage, Banashankari, Bengaluru",Katriguppe,163,4/1/2002,1803.668553,2555.533181
"6th Cross Road, Ashok Nagar, Banashankari Stage I, Banashankari, Bengaluru",Vidyapeeta ward,164,4/1/2002,1896.172045,2636.815382
"Sushma Nilayam, 6th Main Road, Hrushikesh Nagar, Dattatreya Nagar, Hosakerehalli, Bengaluru",Hosakerehalli,161,4/1/2002,2326.409835,3299.479422
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru",Ganesh Mandir ward,165,4/1/2002,2105.470385,2912.704533
"300 6th Cross Road, 1st Block, 7th Block, Jayanagar, Bengaluru",Karisandra,166,4/1/2002,2226.280397,3205.041037
"30/2, Sakamma Garden, Jayanagar, Bengaluru",Yediyur,167,4/1/2002,2157.468679,3145.391351
"200 4th Cross Road, Umarbagh Layout, Banashankari, Bengaluru",Banashankari Temple ward,180,4/1/2002,2066.660508,3035.152725
"1700 Vyasaraya Ballal Road, Kumaraswamy Layout I Stage, Bengaluru",Kumaraswamy Layout,181,4/1/2002,2154.7329,3003.087739
"100 2nd Main Road, Rajathadri Kalayana Mantappa, Padmanabhanagar, Bengaluru",Padmanabha Nagar,182,4/1/2002,2172.728713,2988.921154
"0 9th Cross Road, Rangadasapp Layout, Pukhraj Layout, Adugodi, Ad",Lakkasandra,146,4/1/2002,2269.620551,3332.532896
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,4/1/2002,2340.730946,3317.812607
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,4/1/2002,2101.151896,2952.725984
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,4/1/2002,2743.861235,3868.961541
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,4/1/2002,2161.758608,3199.359798
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,4/1/2002,2176.832928,3224.165699
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,4/1/2002,2675.919343,3886.103327
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,4/1/2002,2514.030937,3378.549861
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,4/1/2002,2215.138067,3185.471003
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,4/1/2002,2333.425227,3281.830531
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,4/1/2002,2197.142557,3244.470337
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,4/1/2002,3048.726672,4552.300294
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,4/1/2002,3061.363423,4582.115573
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,4/1/2002,2343.085749,3404.447649
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,4/1/2002,2511.641973,3791.557466
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,4/1/2002,2978.777514,4547.116442
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,4/1/2002,2489.206406,3626.866381
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,4/1/2002,2773.540496,3876.62844
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,4/1/2002,2522.815949,3458.36504
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,4/1/2002,2257.70122,3314.834364
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,4/1/2002,2610.493798,3784.206526
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,4/1/2002,2814.461706,3768.37555
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,4/1/2002,2371.520329,3294.579784
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,4/1/2002,2394.944404,3268.94068
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,4/1/2002,2179.670056,3038.690927
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,4/1/2002,2410.734243,3280.748407
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,4/1/2002,2710.885768,3826.52144
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,4/1/2002,2235.139427,3223.008584
"469/2, Begur, Bengaluru",Begur,192,4/1/2002,2560.824449,3627.122148
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,4/1/2002,2565.162942,3536.011104
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,4/1/2002,2471.595242,3392.965917
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,4/1/2002,2334.686579,3268.544146
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,4/1/2002,2522.100029,3701.294665
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,4/1/2002,2325.48593,3326.044175
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,4/1/2002,2648.854318,3946.235814
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,4/1/2002,1818.706518,2564.053495
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,4/1/2002,1708.800663,2397.634859
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,4/1/2002,1930.102123,2707.091068
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,4/1/2002,2401.954034,3323.298654
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,4/1/2002,2260.818689,3214.886643
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,4/1/2002,1960.520767,2867.422333
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,4/1/2002,2713.032944,3834.621249
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,4/1/2002,2441.290964,3423.356575
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,4/1/2002,3361.458439,4586.300232
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,4/1/2002,2550.79048,3787.025499
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,7/1/2002,2497.214908,3633.872114
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,7/1/2002,2522.764271,3700.363038
"15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru",Yelahanka Satellite Town,4,7/1/2002,2636.69986,3765.888619
"SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru",Vijnanapura,51,7/1/2002,1945.125058,2828.309994
"Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru",Basavanapura,53,7/1/2002,2190.029314,3285.809425
"0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru",Hudi,54,7/1/2002,2457.788504,3628.330744
"Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru",Devasandra,55,7/1/2002,2058.855496,3077.931641
"100 2nd Cross Road, A Narayanapura, Mottappa Compound, Udaya Nagar, Mahadevapura, Bengaluru",A Narayanapura,56,7/1/2002,1941.791742,2656.321868
"Ranganatha Layout, Ranganatha Layout, Mahadevapura, Bengaluru",Vijnana Nagar,81,7/1/2002,2502.353471,3398.047752
"HAL Old Airport Road, HAL Airport Area, HAL, Bengaluru",HAL Airport,87,7/1/2002,2409.788233,3365.159945
"Vidyaranyapura Road, Bengaluru",Dodda Bommasandra,10,7/1/2002,2737.067738,3953.517727
